unit_number,card_type,eponym,name,normal_card_id,rank_max_card_id,normal_unit_navi_asset_id,rank_max_unit_navi_asset_id,rarity,card_color,smile_max,pure_max,cool_max,center_skill_description,skill_effect_type,skill_type_name,skill_lv_8_description,skill_lv_max_description
3002,5,あなたに聞きたいこと,上原歩夢,7998,7998,4993,4993,4,1,6000,4100,3770,スマイルPが9%UPする＋2年生のメンバーはさらにスマイルPが6%UPする,2201,PERFECT SCOREアップ,PERFECTを29回達成するごとに26%の確率で4.5秒間PERFECT時のタップSCOREが1430増える,PERFECTを29回達成するごとに26%の確率で4.5秒間PERFECT時のタップSCOREが3280増える
3003,5,もっと盛り上げて,宮下愛,8002,8002,4997,4997,4,3,4070,3830,6010,クールPが9%UPする＋2年生のメンバーはさらにクールPが6%UPする,11,SCOREアップ,リズムアイコン30個ごとに79%の確率でスコアが3730増える,リズムアイコン30個ごとに79%の確率でスコアが11785増える
3004,5,誰よりも熱く,優木せつ菜,8004,8004,4999,4999,4,2,3830,6010,4070,ピュアPが9%UPする＋2年生のメンバーはさらにピュアPが6%UPする,11,SCOREアップ,リズムアイコン25個ごとに72%の確率でスコアが3430増える,リズムアイコン25個ごとに72%の確率でスコアが10755増える
3005,5,試練にも打ち勝って,津島善子,7994,7994,4989,4989,4,1,5980,3680,4160,スマイルPが9%UPする＋1年生のメンバーはさらにスマイルPが6%UPする,2500,特技レベルブースト,リズムアイコン22個ごとに72%の確率で次に発動する特技のLvが4アップする,リズムアイコン22個ごとに72%の確率で次に発動する特技のLvが12アップする
3006,5,ゆったりレイニーデイ,国木田花丸,7995,7995,4990,4990,4,2,4160,5980,3680,ピュアPが9%UPする＋1年生のメンバーはさらにピュアPが6%UPする,2500,特技レベルブースト,リズムアイコン25個ごとに80%の確率で次に発動する特技のLvが4アップする,リズムアイコン25個ごとに80%の確率で次に発動する特技のLvが12アップする
3007,5,虹を見つけて,黒澤ルビィ,7997,7997,4992,4992,4,3,3840,4010,6060,クールPが9%UPする＋1年生のメンバーはさらにクールPが6%UPする,11,SCOREアップ,リズムアイコン54個ごとに38%の確率でスコアが14085増える,リズムアイコン54個ごとに38%の確率でスコアが43975増える
3008,5,かすみんにお任せ,中須かすみ,7999,7999,4994,4994,4,3,3840,4010,6060,クールPが9%UPする＋1年生のメンバーはさらにクールPが6%UPする,11,SCOREアップ,リズムアイコン56個ごとに37%の確率でスコアが15015増える,リズムアイコン56個ごとに37%の確率でスコアが46825増える
3009,5,何事も楽しんで,桜坂しずく,8000,8000,4995,4995,4,1,6010,3830,4070,スマイルPが9%UPする＋1年生のメンバーはさらにスマイルPが6%UPする,11,SCOREアップ,リズムアイコン28個ごとに74%の確率でスコアが3730増える,リズムアイコン28個ごとに74%の確率でスコアが11730増える
3010,5,緊張☆ドキドキ,天王寺璃奈,8006,8006,5001,5001,4,2,4040,6080,3830,ピュアPが9%UPする＋1年生のメンバーはさらにピュアPが6%UPする,9,体力回復,リズムアイコン26個ごとに52%の確率で体力が13回復する,リズムアイコン26個ごとに52%の確率で体力が40回復する
3011,5,準備は万端,三船栞子,8007,8007,5002,5002,4,3,3830,4070,6010,クールPが9%UPする＋1年生のメンバーはさらにクールPが6%UPする,11,SCOREアップ,リズムアイコン26個ごとに66%の確率でスコアが3895増える,リズムアイコン26個ごとに66%の確率でスコアが12200増える
3012,5,想いがあふれて,三船栞子,8018,8018,5013,5013,4,1,6010,4070,3830,スマイルPが9%UPする＋虹ヶ咲のメンバーはさらにスマイルPが6%UPする,11,SCOREアップ,リズムアイコン23個ごとに53%の確率でスコアが4295増える,リズムアイコン23個ごとに53%の確率でスコアが13435増える
3013,5,頑張る理由,白瀬小雪,8015,8015,5010,5010,4,2,4070,5330,4510,ピュアPが12%UPする,11,SCOREアップ,リズムアイコン28個ごとに78%の確率でスコアが3480増える,リズムアイコン28個ごとに78%の確率でスコアが10850増える
3014,5,解けない魔法♪,星空凛,8017,8017,5012,5012,4,1,6030,4050,3830,スマイルPが9%UPする＋lily whiteのメンバーはさらにスマイルPが6%UPする,11,SCOREアップ,リズムアイコン30個ごとに72%の確率でスコアが4170増える,リズムアイコン30個ごとに72%の確率でスコアが12995増える
3015,5,どんな天気でも,松浦果南,7991,7991,4986,4986,4,1,6000,4170,3650,スマイルPが9%UPする＋3年生のメンバーはさらにスマイルPが6%UPする,2500,特技レベルブースト,リズムアイコン24個ごとに78%の確率で次に発動する特技のLvが4アップする,リズムアイコン24個ごとに78%の確率で次に発動する特技のLvが12アップする
3016,5,雨が上がったら,黒澤ダイヤ,7992,7992,4987,4987,4,3,3680,4160,5980,クールPが9%UPする＋3年生のメンバーはさらにクールPが6%UPする,2500,特技レベルブースト,リズムアイコン22個ごとに72%の確率で次に発動する特技のLvが4アップする,リズムアイコン22個ごとに72%の確率で次に発動する特技のLvが12アップする
3017,5,ご機嫌レイニーデイ,小原鞠莉,7996,7996,4991,4991,4,2,4160,5980,3680,ピュアPが9%UPする＋3年生のメンバーはさらにピュアPが6%UPする,2500,特技レベルブースト,リズムアイコン23個ごとに75%の確率で次に発動する特技のLvが4アップする,リズムアイコン23個ごとに75%の確率で次に発動する特技のLvが12アップする
3018,5,なんでも聞いて,朝香果林,8001,8001,4996,4996,4,1,6010,3830,4070,スマイルPが9%UPする＋3年生のメンバーはさらにスマイルPが6%UPする,11,SCOREアップ,リズムアイコン29個ごとに74%の確率でスコアが3885増える,リズムアイコン29個ごとに74%の確率でスコアが12125増える
3019,5,今日は夜更かし,近江彼方,8003,8003,4998,4998,4,2,4070,6010,3830,ピュアPが9%UPする＋3年生のメンバーはさらにピュアPが6%UPする,11,SCOREアップ,リズムアイコン29個ごとに66%の確率でスコアが4340増える,リズムアイコン29個ごとに66%の確率でスコアが13615増える
3020,5,楽しい驚き,エマ・ヴェルデ,8005,8005,5000,5000,4,3,3830,4070,6010,クールPが9%UPする＋3年生のメンバーはさらにクールPが6%UPする,11,SCOREアップ,リズムアイコン27個ごとに70%の確率でスコアが3810増える,リズムアイコン27個ごとに70%の確率でスコアが11950増える
3021,5,ビッグ・スウィート,絢瀬絵里,8019,8019,5014,5014,4,3,3850,4740,5320,クールPが12%UPする＋絵里、真姫のメンバーはさらにクールPが9%UPする,2300,COMBO FEVER,コンボ20を達成するごとに45%の確率で6.5秒間コンボ数に応じてタップSCOREが増える,コンボ20を達成するごとに45%の確率で17秒間コンボ数に応じてタップSCOREが増える
3022,5,アナザー・ベイキング,西木野真姫,8020,8020,5015,5015,4,2,4170,5300,4400,ピュアPが12%UPする＋絵里、真姫のメンバーはさらにピュアPが9%UPする,2201,PERFECT SCOREアップ,PERFECTを30回達成するごとに65%の確率で7秒間PERFECT時のタップSCOREが370増える,PERFECTを30回達成するごとに65%の確率で7秒間PERFECT時のタップSCOREが885増える
3023,5,絶対守護神,高坂穂乃果,8021,8021,5016,5016,4,2,4040,5980,3680,ピュアPが11%UPする＋μ'sのメンバーはさらにピュアPが7%UPする,2100,特技リピート,リズムアイコン29個ごとに63%の確率で直前に発動した特技リピート以外の特技効果を発動する,リズムアイコン29個ごとに63%の確率で直前に発動した特技リピート以外の特技効果を発動する
3024,5,気高き鉄女帝,絢瀬絵里,8022,8022,5017,5017,4,2,3680,5980,4040,ピュアPが11%UPする＋μ'sのメンバーはさらにピュアPが7%UPする,2100,特技リピート,リズムアイコン17個ごとに36%の確率で直前に発動した特技リピート以外の特技効果を発動する,リズムアイコン17個ごとに36%の確率で直前に発動した特技リピート以外の特技効果を発動する
3025,5,駆ける女教皇,南ことり,8023,8023,5018,5018,4,3,3680,4040,5980,クールPが11%UPする＋μ'sのメンバーはさらにクールPが7%UPする,2100,特技リピート,リズムアイコン17個ごとに38%の確率で直前に発動した特技リピート以外の特技効果を発動する,リズムアイコン17個ごとに38%の確率で直前に発動した特技リピート以外の特技効果を発動する
3026,5,桜色のぬくもり,園田海未,8024,8024,5019,5019,4,2,3680,5980,4040,ピュアPが11%UPする＋μ'sのメンバーはさらにピュアPが7%UPする,2100,特技リピート,リズムアイコン23個ごとに51%の確率で直前に発動した特技リピート以外の特技効果を発動する,リズムアイコン23個ごとに51%の確率で直前に発動した特技リピート以外の特技効果を発動する
3027,5,武功の女子力,星空凛,8025,8025,5020,5020,4,3,4040,3680,5980,クールPが11%UPする＋μ'sのメンバーはさらにクールPが7%UPする,2100,特技リピート,リズムアイコン23個ごとに50%の確率で直前に発動した特技リピート以外の特技効果を発動する,リズムアイコン23個ごとに50%の確率で直前に発動した特技リピート以外の特技効果を発動する
3028,5,誘惑のハレオ,西木野真姫,8026,8026,5021,5021,4,1,5980,3680,4040,スマイルPが11%UPする＋μ'sのメンバーはさらにスマイルPが7%UPする,2100,特技リピート,リズムアイコン29個ごとに64%の確率で直前に発動した特技リピート以外の特技効果を発動する,リズムアイコン29個ごとに64%の確率で直前に発動した特技リピート以外の特技効果を発動する
3029,5,国造りの童,東條希,8027,8027,5022,5022,4,1,5980,4040,3680,スマイルPが11%UPする＋μ'sのメンバーはさらにスマイルPが7%UPする,2100,特技リピート,リズムアイコン23個ごとに49%の確率で直前に発動した特技リピート以外の特技効果を発動する,リズムアイコン23個ごとに49%の確率で直前に発動した特技リピート以外の特技効果を発動する
3030,5,恋の白牛,小泉花陽,8028,8028,5023,5023,4,1,5980,4040,3680,スマイルPが11%UPする＋μ'sのメンバーはさらにスマイルPが7%UPする,2100,特技リピート,リズムアイコン17個ごとに37%の確率で直前に発動した特技リピート以外の特技効果を発動する,リズムアイコン17個ごとに37%の確率で直前に発動した特技リピート以外の特技効果を発動する
3031,5,裏切りの貴婦人,矢澤にこ,8029,8029,5024,5024,4,3,4040,3680,5980,クールPが11%UPする＋μ'sのメンバーはさらにクールPが7%UPする,2100,特技リピート,リズムアイコン29個ごとに62%の確率で直前に発動した特技リピート以外の特技効果を発動する,リズムアイコン29個ごとに62%の確率で直前に発動した特技リピート以外の特技効果を発動する
3032,3,青い御案内,絢瀬絵里,8030,8030,5025,5025,4,3,4510,4100,5340,クールPが9%UPする＋μ'sのメンバーはさらにクールPが3%UPする,9,体力回復,リズムアイコン25個ごとに74%の確率で体力が8回復する,リズムアイコン25個ごとに74%の確率で体力が25回復する
3033,3,None,高海千歌,8031,8031,5026,5026,5,1,3900,1790,2290,スマイルPが3%UPする,9,体力回復,PERFECTを15回達成するごとに50%の確率で体力が3回復する,PERFECTを15回達成するごとに50%の確率で体力が3回復する
3034,3,None,桜内梨子,8032,8032,5027,5027,5,3,1860,2180,3950,クールPが3%UPする,4,判定強化・小,10秒ごとに50%の確率で判定が5.5秒間少し強化される,10秒ごとに50%の確率で判定が5.9秒間少し強化される
3035,3,None,松浦果南,8033,8033,5028,5028,5,2,1850,3940,2200,ピュアPが3%UPする,4,判定強化・小,リズムアイコン20個ごとに50%の確率で判定が5.5秒間少し強化される,リズムアイコン20個ごとに50%の確率で判定が5.9秒間少し強化される
3036,3,None,黒澤ダイヤ,8034,8034,5029,5029,5,3,2140,1820,4040,クールPが3%UPする,9,体力回復,コンボ17を達成するごとに50%の確率で体力が3回復する,コンボ17を達成するごとに50%の確率で体力が3回復する
3037,3,None,渡辺曜,8035,8035,5030,5030,5,2,1820,3850,2310,ピュアPが3%UPする,11,SCOREアップ,コンボ17を達成するごとに50%の確率でスコアが400増える,コンボ17を達成するごとに50%の確率でスコアが440増える
3038,3,None,津島善子,8036,8036,5031,5031,5,3,2320,1750,3910,クールPが3%UPする,11,SCOREアップ,リズムアイコン20個ごとに50%の確率でスコアが420増える,リズムアイコン20個ごとに50%の確率でスコアが460増える
3039,3,None,国木田花丸,8037,8037,5032,5032,5,1,3860,2340,1790,スマイルPが3%UPする,11,SCOREアップ,PERFECTを15回達成するごとに50%の確率でスコアが400増える,PERFECTを15回達成するごとに50%の確率でスコアが440増える
3040,3,None,小原鞠莉,8038,8038,5033,5033,5,1,3960,1880,2150,スマイルPが3%UPする,11,SCOREアップ,10秒ごとに50%の確率でスコアが400増える,10秒ごとに50%の確率でスコアが430増える
3041,3,None,黒澤ルビィ,8039,8039,5034,5034,5,2,2180,4020,1800,ピュアPが3%UPする,9,体力回復,リズムアイコン20個ごとに50%の確率で体力が3回復する,リズムアイコン20個ごとに50%の確率で体力が3回復する
3042,4,None,玲,8040,8040,5035,5035,5,1,1,1,1,,,,,
3043,4,None,エリザベス,8041,8041,5036,5036,5,2,1,1,1,,,,,
3044,4,None,マリー,8042,8042,5037,5037,5,1,1,1,1,,,,,
3045,4,None,マーガレット,8043,8043,5038,5038,5,3,1,1,1,,,,,
3046,4,None,ひかり,8044,8044,5039,5039,5,2,1,1,1,,,,,
3047,4,None,ナギ,8045,8045,5040,5040,5,3,1,1,1,,,,,
3048,4,None,エリザベス,8046,8046,5041,5041,5,2,1,1,1,,,,,
3049,4,None,マーガレット,8047,8047,5042,5042,5,3,1,1,1,,,,,
3050,4,None,ジュスティーヌ＆カロリーヌ,8048,8048,5043,5043,5,1,1,1,1,,,,,
3051,3,凛のリードで,星空凛,8049,8049,5044,5044,4,3,4210,3750,4880,クールPが3%UPする,11,SCOREアップ,PERFECTを22回達成するごとに38%の確率でスコアが965増える,PERFECTを22回達成するごとに38%の確率でスコアが2990増える
3052,1,メイク・アピール,小泉花陽,8059,8059,5045,5045,5,2,3480,5120,4350,ピュアPが7%UPする＋μ'sのメンバーはさらにピュアPが1%UPする,5,判定強化・大,リズムアイコン20個ごとに62%の確率で判定が7.5秒間強化される,リズムアイコン20個ごとに62%の確率で判定が14.2秒間強化される
3053,1,パイはいかが？,南ことり,8060,8061,5046,5047,4,1,5280,4380,4160,スマイルPが9%UPする＋μ'sのメンバーはさらにスマイルPが3%UPする,2500,特技レベルブースト,リズムアイコン16個ごとに15%の確率で次に発動する特技のLvが8アップする,リズムアイコン16個ごとに15%の確率で次に発動する特技のLvが16アップする
3054,1,味見は大事にゃ♪,星空凛,8062,8063,5048,5049,4,1,5330,4070,4510,スマイルPが9%UPする＋μ'sのメンバーはさらにスマイルPが3%UPする,11,SCOREアップ,リズムアイコン34個ごとに25%の確率でスコアが14850増える,リズムアイコン34個ごとに25%の確率でスコアが39445増える
3055,1,デコってキュートに♪,矢澤にこ,8064,8065,5050,5051,4,2,4510,5340,4100,ピュアPが9%UPする＋μ'sのメンバーはさらにピュアPが3%UPする,9,体力回復,リズムアイコン25個ごとに74%の確率で体力が8回復する,リズムアイコン25個ごとに74%の確率で体力が25回復する
3056,5,ハッピーな誕生日,天王寺璃奈,8066,8066,5052,5052,4,1,6030,3830,4050,スマイルPが9%UPする＋1年生のメンバーはさらにスマイルPが6%UPする,11,SCOREアップ,リズムアイコン30個ごとに76%の確率でスコアが3945増える,リズムアイコン30個ごとに76%の確率でスコアが12315増える
3057,5,レッツキュート♪,澁谷かのん,8067,8067,5053,5053,4,2,3770,6000,4100,ピュアPが9%UPする＋1年生のメンバーはさらにピュアPが6%UPする,2201,PERFECT SCOREアップ,PERFECTを27回達成するごとに42%の確率で5.5秒間PERFECT時のタップSCOREが680増える,PERFECTを27回達成するごとに42%の確率で5.5秒間PERFECT時のタップSCOREが1540増える
3058,5,キュートなひらめき,唐可可,8068,8068,5054,5054,4,1,5980,4160,3680,スマイルPが9%UPする＋1年生のメンバーはさらにスマイルPが6%UPする,2500,特技レベルブースト,リズムアイコン25個ごとに80%の確率で次に発動する特技のLvが4アップする,リズムアイコン25個ごとに80%の確率で次に発動する特技のLvが12アップする
3059,1,フレッシュジャンプ,嵐千砂都,8069,8069,5055,5055,5,3,4380,3390,5180,クールPが7%UPする＋1年生のメンバーはさらにクールPが2%UPする,9,体力回復,リズムアイコン24個ごとに50%の確率で体力が8回復する,リズムアイコン24個ごとに50%の確率で体力が18回復する
3060,1,フレッシュランウェイ,平安名すみれ,8070,8070,5056,5056,3,3,4250,3160,4970,クールPが6%UPする,9,体力回復,リズムアイコン19個ごとに43%の確率で体力が5回復する,リズムアイコン19個ごとに43%の確率で体力が7回復する
3061,1,キュートハンティング,葉月恋,8071,8071,5057,5057,3,2,3090,4960,4320,ピュアPが6%UPする,5,判定強化・大,リズムアイコン20個ごとに47%の確率で判定が7.5秒間強化される,リズムアイコン20個ごとに47%の確率で判定が10.4秒間強化される
3062,3,リンク・リング,天王寺璃奈,8072,8072,5058,5058,4,1,4880,3750,4210,スマイルPが3%UPする,11,SCOREアップ,PERFECTを26回達成するごとに62%の確率でスコアが700増える,PERFECTを26回達成するごとに62%の確率でスコアが2165増える
3063,5,かわいさにはしゃいで,小原鞠莉,8073,8073,5059,5059,4,2,4560,5320,4030,ピュアPが12%UPする＋3年生のメンバーはさらにピュアPが3%UPする,11,SCOREアップ,リズムアイコン46個ごとに27%の確率でスコアが18605増える,リズムアイコン46個ごとに27%の確率でスコアが49410増える
3064,5,ドキドキごはん,黒澤ルビィ,8074,8074,5060,5060,4,1,5320,4560,4030,スマイルPが12%UPする＋1年生のメンバーはさらにスマイルPが3%UPする,11,SCOREアップ,リズムアイコン40個ごとに26%の確率でスコアが16800増える,リズムアイコン40個ごとに26%の確率でスコアが44615増える
3065,1,叶えたかったこと,松浦果南,8117,8117,5070,5070,5,3,3480,4350,5120,クールPが7%UPする＋AqoursのメンバーはさらにクールPが1%UPする,5,判定強化・大,リズムアイコン27個ごとに73%の確率で判定が8.5秒間強化される,リズムアイコン27個ごとに73%の確率で判定が16.3秒間強化される
3066,1,紅葉メモリー,桜内梨子,8118,8119,5071,5072,4,1,5320,4070,4520,スマイルPが9%UPする＋AqoursのメンバーはさらにスマイルPが3%UPする,11,SCOREアップ,リズムアイコン58個ごとに31%の確率でスコアが20425増える,リズムアイコン58個ごとに31%の確率でスコアが54265増える
3067,1,紅葉案内人,黒澤ダイヤ,8120,8121,5073,5074,4,3,4470,4120,5320,クールPが9%UPする＋AqoursのメンバーはさらにクールPが3%UPする,11,SCOREアップ,リズムアイコン60個ごとに30%の確率でスコアが21835増える,リズムアイコン60個ごとに30%の確率でスコアが58005増える
3068,1,紅葉読書,国木田花丸,8122,8123,5075,5076,4,3,4490,4100,5320,クールPが9%UPする＋AqoursのメンバーはさらにクールPが3%UPする,5,判定強化・大,リズムアイコン23個ごとに64%の確率で判定が8.5秒間強化される,リズムアイコン23個ごとに64%の確率で判定が19.8秒間強化される
3069,5,輝きは心から,高海千歌,8075,8075,5061,5061,4,2,4010,6060,3840,ピュアPが9%UPする＋AqoursのメンバーはさらにピュアPが6%UPする,11,SCOREアップ,リズムアイコン48個ごとに33%の確率でスコアが15880増える,リズムアイコン48個ごとに33%の確率でスコアが43550増える
3070,5,生まれた夢,桜内梨子,8076,8076,5062,5062,4,1,6060,3840,4010,スマイルPが9%UPする＋AqoursのメンバーはさらにスマイルPが6%UPする,11,SCOREアップ,リズムアイコン34個ごとに24%の確率でスコアが15495増える,リズムアイコン34個ごとに24%の確率でスコアが42385増える
3071,5,もっと先へ,松浦果南,8077,8077,5063,5063,4,3,3680,4040,5980,クールPが9%UPする＋AqoursのメンバーはさらにクールPが6%UPする,2100,特技リピート,リズムアイコン17個ごとに37%の確率で直前に発動した特技リピート以外の特技効果を発動する,リズムアイコン17個ごとに37%の確率で直前に発動した特技リピート以外の特技効果を発動する
3072,5,どれだけ迷っても,黒澤ダイヤ,8078,8078,5064,5064,4,2,3680,5980,4160,ピュアPが9%UPする＋AqoursのメンバーはさらにピュアPが6%UPする,2500,特技レベルブースト,リズムアイコン15個ごとに38%の確率で次に発動する特技のLvが8アップする,リズムアイコン15個ごとに38%の確率で次に発動する特技のLvが16アップする
3073,5,新世界へ出航,渡辺曜,8079,8079,5065,5065,4,1,5980,4040,3680,スマイルPが9%UPする＋AqoursのメンバーはさらにスマイルPが6%UPする,2100,特技リピート,リズムアイコン17個ごとに38%の確率で直前に発動した特技リピート以外の特技効果を発動する,リズムアイコン17個ごとに38%の確率で直前に発動した特技リピート以外の特技効果を発動する
3074,5,繋がる翼,津島善子,8080,8080,5066,5066,4,3,3680,4040,5980,クールPが9%UPする＋AqoursのメンバーはさらにクールPが6%UPする,2100,特技リピート,リズムアイコン17個ごとに39%の確率で直前に発動した特技リピート以外の特技効果を発動する,リズムアイコン17個ごとに39%の確率で直前に発動した特技リピート以外の特技効果を発動する
3075,5,飛び立つ先へ,国木田花丸,8081,8081,5067,5067,4,1,6060,3840,4010,スマイルPが9%UPする＋AqoursのメンバーはさらにスマイルPが6%UPする,11,SCOREアップ,リズムアイコン52個ごとに35%の確率でスコアが16245増える,リズムアイコン52個ごとに35%の確率でスコアが44460増える
3076,5,シャイニーに照らして,小原鞠莉,8082,8082,5068,5068,4,3,4010,3840,6060,クールPが9%UPする＋AqoursのメンバーはさらにクールPが6%UPする,11,SCOREアップ,リズムアイコン34個ごとに23%の確率でスコアが16140増える,リズムアイコン34個ごとに23%の確率でスコアが44260増える
3077,5,諦めないでずっと,黒澤ルビィ,8083,8083,5069,5069,4,2,4010,6060,3840,ピュアPが9%UPする＋AqoursのメンバーはさらにピュアPが6%UPする,11,SCOREアップ,リズムアイコン34個ごとに25%の確率でスコアが14850増える,リズムアイコン34個ごとに25%の確率でスコアが40715増える
3078,5,大好きのお返し♡,近江遥,8124,8124,5077,5077,4,1,5330,4530,4050,スマイルPが12%UPする,11,SCOREアップ,リズムアイコン30個ごとに72%の確率でスコアが4050増える,リズムアイコン30個ごとに72%の確率でスコアが12585増える
3079,5,お祝いは大歓迎,ミア・テイラー,8125,8125,5078,5078,4,3,3830,4050,6030,クールPが9%UPする＋3年生のメンバーはさらにクールPが6%UPする,11,SCOREアップ,リズムアイコン29個ごとに78%の確率でスコアが3720増える,リズムアイコン29個ごとに78%の確率でスコアが11595増える
3080,1,None,ミア・テイラー,8126,8126,5079,5079,2,1,3930,1750,2320,スマイルPが3%UPする,11,SCOREアップ,リズムアイコン20個ごとに50%の確率でスコアが420増える,リズムアイコン20個ごとに50%の確率でスコアが460増える
3081,1,None,ミア・テイラー,8127,8127,5080,5080,2,3,1780,2310,3890,クールPが3%UPする,11,SCOREアップ,コンボ17を達成するごとに50%の確率でスコアが400増える,コンボ17を達成するごとに50%の確率でスコアが440増える
3082,1,None,ミア・テイラー,8128,8128,5081,5081,2,2,1790,3860,2340,ピュアPが3%UPする,11,SCOREアップ,PERFECTを15回達成するごとに50%の確率でスコアが400増える,PERFECTを15回達成するごとに50%の確率でスコアが440増える
3083,1,None,ミア・テイラー,8129,8129,5082,5082,2,2,1810,4030,2160,ピュアPが3%UPする,9,体力回復,コンボ17を達成するごとに50%の確率で体力が3回復する,コンボ17を達成するごとに50%の確率で体力が3回復する
3084,1,None,ミア・テイラー,8130,8130,5083,5083,2,3,2160,1810,4030,クールPが3%UPする,9,体力回復,リズムアイコン20個ごとに50%の確率で体力が3回復する,リズムアイコン20個ごとに50%の確率で体力が3回復する
3085,1,次の景色へ,ミア・テイラー,8131,8131,5084,5084,3,3,3130,4250,4910,クールPが6%UPする,11,SCOREアップ,コンボ28を達成するごとに66%の確率でスコアが795増える,コンボ28を達成するごとに66%の確率でスコアが1225増える
3086,5,ブリリアントナイト,高坂穂乃果,8152,8152,5144,5144,4,1,5320,4030,4560,スマイルPが12%UPする＋穂乃果、花陽のメンバーはさらにスマイルPが9%UPする,11,SCOREアップ,リズムアイコン60個ごとに30%の確率でスコアが19830増える,リズムアイコン60個ごとに30%の確率でスコアが60010増える
3087,5,キャンディトラップ,小泉花陽,8153,8153,5145,5145,4,3,4560,4030,5320,クールPが12%UPする＋穂乃果、花陽のメンバーはさらにクールPが9%UPする,11,SCOREアップ,リズムアイコン46個ごとに28%の確率でスコアが16290増える,リズムアイコン46個ごとに28%の確率でスコアが49295増える
3088,3,クールな微笑み,朝香果林,8154,8154,5146,5146,4,1,5340,4100,4510,スマイルPが9%UPする＋虹ヶ咲のメンバーはさらにスマイルPが3%UPする,9,体力回復,リズムアイコン29個ごとに76%の確率で体力が9回復する,リズムアイコン29個ごとに76%の確率で体力が28回復する
3089,1,シンクロ・ハーモニー,西木野真姫,8155,8155,5147,5147,5,2,3480,5120,4350,ピュアPが7%UPする＋μ'sのメンバーはさらにピュアPが1%UPする,5,判定強化・大,リズムアイコン29個ごとに80%の確率で判定が8秒間強化される,リズムアイコン29個ごとに80%の確率で判定が16.3秒間強化される
3090,1,優雅な片足滑走,絢瀬絵里,8156,8157,5148,5149,4,3,4470,4120,5320,クールPが9%UPする＋μ'sのメンバーはさらにクールPが3%UPする,11,SCOREアップ,リズムアイコン58個ごとに29%の確率でスコアが19840増える,リズムアイコン58個ごとに29%の確率でスコアが60000増える
3091,1,転んでも大丈夫,園田海未,8158,8159,5150,5151,4,3,3890,4800,5260,クールPが9%UPする＋μ'sのメンバーはさらにクールPが3%UPする,2400,パラメータシンクロ,リズムアイコン20個ごとに93%の確率で6.5秒間μ's2年生のいずれかと同じ属性Pになる,リズムアイコン20個ごとに93%の確率で10.5秒間μ's2年生のいずれかと同じ属性Pになる
3092,1,夜のスケートリンク,東條希,8160,8161,5152,5153,4,3,4120,4470,5320,クールPが9%UPする＋μ'sのメンバーはさらにクールPが3%UPする,11,SCOREアップ,リズムアイコン50個ごとに32%の確率でスコアが15500増える,リズムアイコン50個ごとに32%の確率でスコアが46875増える
3093,3,騒がしいのも悪くない,ミア・テイラー,8162,8162,5154,5154,4,3,3450,4520,4880,クールPが3%UPする,11,SCOREアップ,コンボ25を達成するごとに41%の確率でスコアが1065増える,コンボ25を達成するごとに41%の確率でスコアが3040増える
3094,5,反復練習♪,嵐千砂都,8163,8163,5155,5155,4,2,4050,6020,3840,ピュアPが9%UPする＋1年生のメンバーはさらにピュアPが6%UPする,11,SCOREアップ,リズムアイコン26個ごとに70%の確率でスコアが3930増える,リズムアイコン26個ごとに70%の確率でスコアが10900増える
3095,5,才色兼備♪,平安名すみれ,8164,8164,5156,5156,4,3,4200,3700,6050,クールPが9%UPする＋1年生のメンバーはさらにクールPが6%UPする,2000,特技発動率アップ,リズムアイコン33個ごとに42%の確率で7.5秒間他の特技の発動確率が1.26倍になる,リズムアイコン33個ごとに42%の確率で7.5秒間他の特技の発動確率が2.02倍になる
3096,1,欲張りは罪ですか？,葉月恋,8165,8165,5157,5157,5,2,3460,5130,4360,ピュアPが7%UPする＋1年生のメンバーはさらにピュアPが2%UPする,5,判定強化・大,リズムアイコン27個ごとに81%の確率で判定が7.5秒間強化される,リズムアイコン27個ごとに81%の確率で判定が14.4秒間強化される
3097,1,ミルクはお好みで,澁谷かのん,8166,8166,5158,5158,3,2,3150,4980,4250,ピュアPが6%UPする,9,体力回復,リズムアイコン27個ごとに60%の確率で体力が5回復する,リズムアイコン27個ごとに60%の確率で体力が8回復する
3098,1,ハラジュクダッシュ,唐可可,8167,8167,5159,5159,3,1,4970,4240,3160,スマイルPが6%UPする,5,判定強化・大,リズムアイコン23個ごとに56%の確率で判定が7秒間強化される,リズムアイコン23個ごとに56%の確率で判定が10.1秒間強化される
3099,5,夢のお誕生日,近江彼方,8168,8168,5160,5160,4,1,6030,3830,4050,スマイルPが9%UPする＋3年生のメンバーはさらにスマイルPが6%UPする,11,SCOREアップ,リズムアイコン23個ごとに52%の確率でスコアが4425増える,リズムアイコン23個ごとに52%の確率でスコアが13795増える
3100,5,雪に焦がれて,高海千歌,8325,8325,5161,5161,4,3,4170,4400,5300,クールPが12%UPする＋千歌、善子のメンバーはさらにクールPが9%UPする,2201,PERFECT SCOREアップ,PERFECTを28回達成するごとに60%の確率で6.5秒間PERFECT時のタップSCOREが405増える,PERFECTを28回達成するごとに60%の確率で6.5秒間PERFECT時のタップSCOREが960増える
